Accession,Description,Gene Symbol,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,"Abundance: F2: 130N, Sample, A, (-)BiotinPD","Abundance: F2: 129C, Sample, A, (-)Hpg","Abundance: F2: 126, Sample, A, 0_0Hr","Abundance: F2: 127N, Sample, A, 0_5Hr","Abundance: F2: 127C, Sample, A, 1_0Hr","Abundance: F2: 128N, Sample, A, 1_5Hr","Abundance: F2: 128C, Sample, A, 2_0Hr","Abundance: F2: 129N, Sample, A, 3_0Hr","Abundance: F2: 134N, Sample, B, (-)BiotinPD","Abundance: F2: 133C, Sample, B, (-)Hpg","Abundance: F2: 130C, Sample, B, 0_0Hr","Abundance: F2: 131N, Sample, B, 0_5Hr","Abundance: F2: 131C, Sample, B, 1_0Hr","Abundance: F2: 132N, Sample, B, 1_5Hr","Abundance: F2: 132C, Sample, B, 2_0Hr","Abundance: F2: 133N, Sample, B, 3_0Hr","Abundance: F1: 126, Sample, C, (-)BiotinPD","Abundance: F1: 130N, Sample, C, (-)Hpg","Abundance: F1: 129C, Sample, C, 0_0Hr","Abundance: F1: 129N, Sample, C, 0_5Hr","Abundance: F1: 128C, Sample, C, 1_0Hr","Abundance: F1: 128N, Sample, C, 1_5Hr","Abundance: F1: 127C, Sample, C, 2_0Hr","Abundance: F1: 127N, Sample, C, 3_0Hr","Abundance: F1: 130C, Sample, D, (-)BiotinPD","Abundance: F1: 134N, Sample, D, (-)Hpg","Abundance: F1: 133C, Sample, D, 0_0Hr","Abundance: F1: 133N, Sample, D, 0_5Hr","Abundance: F1: 132C, Sample, D, 1_0Hr","Abundance: F1: 132N, Sample, D, 1_5Hr","Abundance: F1: 131C, Sample, D, 2_0Hr","Abundance: F1: 131N, Sample, D, 3_0Hr","Abundance: F8: 126, Sample, E, (-)BiotinPD","Abundance: F8: 133C, Sample, E, (-)Hpg","Abundance: F8: 127C, Sample, E, 0_0Hr","Abundance: F8: 128C, Sample, E, 0_5Hr","Abundance: F8: 129C, Sample, E, 1_0Hr","Abundance: F8: 130C, Sample, E, 1_5Hr","Abundance: F8: 131C, Sample, E, 2_0Hr","Abundance: F8: 132C, Sample, E, 3_0Hr","Abundance: F8: 127N, Sample, F, (-)BiotinPD","Abundance: F8: 134N, Sample, F, (-)Hpg","Abundance: F8: 128N, Sample, F, 0_0Hr","Abundance: F8: 129N, Sample, F, 0_5Hr","Abundance: F8: 130N, Sample, F, 1_0Hr","Abundance: F8: 131N, Sample, F, 1_5Hr","Abundance: F8: 132N, Sample, F, 2_0Hr","Abundance: F8: 133N, Sample, F, 3_0Hr",Quantified,Run 1 - Quantified,Run 2 - Quantified,Run 3 - Quantified,Run 1 - Fully Quantified,Run 2 - Fully Quantified,Run 3 - Fully Quantified,Total - Fully Quantified,Run 1 - % Hpg Pulse Channels Quantified,Run 2 - % Hpg Pulse Channels Quantified,Run 3 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Hpg Pulse channels Quantified,Biological Replicate 2 - % Hpg Pulse Channels Quantified,Biological Replicate 3 - % Hpg Pulse Channels Quantified,Biological Replicate 4 - % Hpg Pulse Channels Quantified,Biological Replicate 5 - % Hpg Pulse channels Quantified,Biological Replicate 6 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Channels Quantified,Biological Replicate 2 - % Channels Quantified,Biological Replicate 3 - % Channels Quantified,Biological Replicate 4 - % Channels Quantified,Biological Replicate 5 - % Channels Quantified,Biological Replicate 6 - % Channels Quantified
G3V8U9,Proteasome subunit beta type OS,PSMB4,24.93,25,4,9,4,224.2,23.2,21.2,16.9,11.7,13.3,6.9,17.5,707.7,9.3,7.4,2.4,13,14.3,12.4,2.2,,,,,,,,,,,,,,,,,610.4,520,192.1,72.6,64.3,73.8,70.4,28.2,1884.1,48.3,189.9,37.3,88.3,44.4,47.4,51.5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q9Z1P2,Alpha-actinin-1 OS,ACTN1,24.9,8,5,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
F1LLV6,Protein Ces1f OS,CES1F,24.898,14,6,13,3,232.5,8.8,13.8,13.6,20,15.6,5.8,29.4,513.5,9.5,15.1,0.9,13.3,10.9,17.3,1.4,,,,,,,,,,,,,,,,,412.4,56.1,113.2,56.6,36.4,67,37.5,26.8,707.7,22.9,25.1,24.3,52,32.4,29,26.5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q66H11,Protein RGD1306195 OS,RGD1306195,24.835,21,4,11,4,,,,,,,,,,,,,,,,,719.5,16.1,13.2,16.5,26.1,21.9,,47.7,581.9,12.9,9.8,23.9,25.3,21.6,1.8,17.8,1621,1764.4,420.5,780.7,247.4,666.5,769.8,576.9,4358.1,1119.1,821.3,316.3,1347.7,255,258.7,466.7,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,93%,100%,,,86%,100%,100%,100%,,,88%,100%,100%,100%
Q6IMY8,Heterogeneous nuclear ribonucleoprotein U OS,HNRNPU,24.762,16,10,17,10,148.4,12.8,8.6,14.1,11.6,13.2,8,9.6,203.4,2.2,7.9,5.4,8.3,5.8,7.8,2.3,1094.3,6.6,32.1,37,38.2,58.5,1.8,48.8,847.4,3.7,23,49.7,33.8,29.7,11.4,30.1,959.9,288.4,117.7,87.3,55.6,65,54,80.8,2000.3,32,86.4,54.2,63.5,54.5,53.3,40.9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P54311,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS,GNB1,24.579,21,6,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.3,70.2,55.5,63.4,45,38.2,42.7,35.2,593.9,29.3,14,32.7,54.8,33.2,37.5,31,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
G3V7A5,"Low density lipoprotein receptor, isoform CRA_a OS",LDLR,24.427,10,9,18,9,553.3,26.2,30.9,36.3,47.4,30,44.7,36,1405.7,18.1,35.3,7.8,26.4,34.1,56.7,7.8,363.5,12.3,17,28.9,44.5,72,49.9,59.1,372.7,8.1,14.6,36.8,53.6,69,92.1,29.5,1207.2,85.4,43.5,89.5,50.6,61.4,56.2,53.9,1506.3,27.9,19,36.2,67.1,37.6,46.9,34.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
G3V7Q6,Proteasome subunit beta type OS,PSMB5,24.023,31,6,10,6,60.1,2.6,,4,,4.4,,1.9,173.1,4.8,3.1,0.3,2.4,,,,792.3,8.5,4.4,12.5,6.1,6.7,8.9,22.3,682.8,2.2,4,12.1,10.7,11.2,4.1,5.5,1139.8,757.7,406.3,156.3,149.1,187,101.7,45.7,4392.9,90.2,,55.4,200.1,70.3,92.7,76.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,57%,100%,93%,57%,57%,100%,100%,100%,86%,63%,63%,100%,100%,100%,88%
P61621,Protein transport protein Sec61 subunit alpha isoform 1 OS,SEC61A1,23.969,16,6,11,6,146.7,2.2,5.5,6.8,6.8,4.4,3.3,0.6,228.8,1.6,4.8,,5.5,2.4,2.8,,161.5,43.4,50.2,46.7,56.6,67.2,36,55.9,148.5,47,45,60.7,44.8,51.1,60.2,39.8,142.5,42.9,23.1,18.9,7.6,20.6,15.1,11.2,299.7,2.1,1.5,9.1,14.2,11.7,9.2,8.1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,86%,100%,100%,100%,71%,100%,100%,100%,100%,100%,75%,100%,100%,100%,100%
P04256,Heterogeneous nuclear ribonucleoprotein A1 OS,HNRNPA1,23.716,19,5,11,4,187.6,19.8,25.7,17.8,18,10,10.9,13.7,381.7,7.1,23.3,3.5,16.3,12.1,18.8,2.9,,,,,,,,,,,,,,,,,235.3,176.4,30.7,29.2,21,23.2,28.3,15.6,600.8,13.8,,17.2,38.1,18.5,12.3,15.3,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,100%,,93%,100%,100%,,,100%,86%,100%,100%,,,100%,88%
Q5U2R7,LDLR chaperone MESD OS,MESDC2,23.641,30,6,17,6,1020.8,21.6,119.1,66.2,89,41.5,37.6,11.6,2597.9,7.9,112.6,11.9,46.7,30.9,38.7,,1275.3,30.2,182.7,138.8,218,208.5,40.4,147.5,915.9,13.6,101.7,211,182.7,168.5,134.7,86.4,1030.8,65.3,71.2,53.5,27.6,45.7,37.9,33.3,1572.9,13.6,11.8,12.7,50.4,31.9,40.4,20.7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%
F1M798,"Bone morphogenetic protein 1, isoform CRA_b OS",BMP1,23.346,10,8,12,8,,,,,,,,,,,,,,,,,622,5.6,2,12.3,10,9.6,,11.8,526.2,3.5,7.2,10.4,11.7,4.3,2.6,7.2,605.1,210.1,254.4,161.7,88.4,155.9,84,95.5,1760.1,61.8,55.5,81.5,136.5,58.3,103.5,78.6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,93%,100%,,,86%,100%,100%,100%,,,88%,100%,100%,100%
P35213,14-3-3 protein beta/alpha OS,YWHAB,23.276,23,6,13,1,48.1,6.9,3.2,6,2.4,3.7,,1.6,135.8,,4,,4.5,1.9,2.9,,,,,,,,,,,,,,,,,,140.2,260.7,30.2,24.7,14.8,16.9,12.1,6.4,157.7,6.5,14.5,6.7,19.3,11.2,7.9,7.6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,79%,,100%,86%,71%,,,100%,100%,88%,63%,,,100%,100%
P62804,Histone H4 OS,HIST1H4B,23.219,39,4,25,4,3300.5,67.5,55.1,72.3,32.8,45.2,23.7,15.1,7125.6,31.7,23.3,3.1,24.4,28.2,45.9,6.5,308.5,,,4,,1.7,,32.1,344.5,5.6,,2.4,5,4.2,,1.3,4198.3,682.2,85.4,91.6,51.6,74.1,36.1,40.9,4126.9,21.3,43,29.1,96.7,37.6,53,28.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,64%,100%,100%,100%,57%,71%,100%,100%,100%,100%,50%,75%,100%,100%
F1LSQ6,Proteasome subunit alpha type OS,PSMA7,23.201,22,5,15,5,269.4,38.9,27.2,27.7,21.9,16.1,11.5,25.2,748.2,14.9,25.8,5,16.8,18.2,21.3,7.7,1276.9,56.3,29.1,71,72.3,68.2,15.6,160.9,1066.3,45.8,38.7,87.1,73.2,65,49.3,76.9,811.2,503.6,231,142.7,117.8,129.3,94.9,59.9,2149.9,79.9,93.1,74,182.6,75.3,100.4,71.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
O08628,Procollagen C-endopeptidase enhancer 1 OS,PCOLCE,23.128,15,5,11,5,,,,,,,,,,,,,,,,,884.6,13.7,7.8,16.1,9.2,13.5,1.2,19.3,685.4,4.2,10.3,11.9,9.5,11.5,10.3,15.9,476.3,82.3,107.8,33.9,23.5,38.8,34.7,23,1014.7,27.3,71.1,19.6,57.2,25.1,33,23.7,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
Q6PDW4,Proteasome subunit beta type OS,PSMB1,22.703,25,4,11,4,229.9,45.3,20.8,24.5,15.1,19.4,11.2,25.2,598.2,16.4,14.8,8,13.2,20.7,22.1,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
F1LRA1,Protein ERGIC-53 OS,LMAN1,22.611,15,6,10,6,351.7,84.8,54,84.7,66,71,28.5,58.2,1202.6,46.4,51.5,47.9,62.3,41.9,69.8,21.6,74.2,7.6,6.7,14.8,13.5,12.1,5.9,14.9,75.8,7.1,6.5,16.7,14.3,15,7,6.4,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,100%,100%,,100%,100%,100%,100%,,,100%,100%,100%,100%,,
Q4KMA8,Endoplasmic reticulum aminopeptidase 1 OS,ERAP1,22.61,11,8,13,8,169.4,4.6,13.6,8.8,13.3,6.5,4.9,5.7,431.7,0.8,13.1,0.5,5.5,5.8,6.2,,,,,,,,,,,,,,,,,,152.8,27.4,51.2,34.9,13.6,20.4,21.3,17,479.1,11.3,51.5,12.1,21.8,12.4,22.3,18,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,93%,,100%,100%,86%,,,100%,100%,100%,88%,,,100%,100%
Q5XHZ0,"Heat shock protein 75 kDa, mitochondrial OS",TRAP1,22.597,8,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7,50.9,50.9,42.7,29.9,29.5,23.4,24.4,499.7,13.1,70.9,22.8,30.6,21.6,30.5,20.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P81155,Voltage-dependent anion-selective channel protein 2 OS,VDAC2,22.532,26,6,11,5,,,,,,,,,,,,,,,,,35.1,6.9,6.6,6.5,7,6.5,5.2,18.9,46.7,4.5,9.6,11.2,11.1,8.2,7,8.4,346.8,942.4,246.4,158.6,107.8,145.4,108.3,111.6,758.9,93.2,180.2,77,187.6,89.9,102.4,106.2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
F1LR13,Atlastin-3 OS,ATL3,22.383,19,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.4,103.9,179.4,28.7,32.4,47,30,27,1022.4,8.4,,22.5,41.1,23.2,25.4,22.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,93%,,,,,100%,86%,,,,,100%,88%
P49242,40S ribosomal protein S3a OS,RPS3A,22.379,27,7,11,7,46.6,13.1,7.4,11.2,11.1,4.7,2.8,10.3,109.6,4.7,4.8,5.8,7.7,5.9,9.4,0.3,506.8,19.1,11.6,16.4,32.1,23.7,,62.5,421.4,20.6,16.2,29.3,25.7,32.7,9.2,22.8,949.8,285.6,95.3,130.4,77.8,99.4,80.6,63.7,2187.1,52.5,13.1,71,117.6,62.3,80,79.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%
D3ZWE3,Premature ovarian failure 1B (Predicted) OS,POF1B,22.261,11,7,10,7,31.8,113.1,50,44,22.6,48.9,12.3,71.9,81.8,31.4,54.8,27.4,16.1,34.9,39.9,20.6,20.9,15.6,6.6,10.2,15.6,2.4,7.6,20.5,8.7,6.2,5.7,10.8,10,9.2,9.2,29.8,182.9,3155.4,1910.1,501.4,236.5,610.1,325,163.7,546.5,173.1,331,154.9,441,144.2,194.3,204.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Q794E4,Heterogeneous nuclear ribonucleoprotein F OS,HNRNPF,22.24,12,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.4,170.9,118.8,35.6,21.5,33.9,28.3,16.4,579.7,13.4,28.7,21.8,38.8,16.5,22.8,21,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q794F9,4F2 cell-surface antigen heavy chain OS,SLC3A2,22.212,21,7,10,7,92.5,4.8,5.9,2.8,9.9,9.1,6.6,6.7,208.8,1.7,8.3,1.5,5.9,7.2,7.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
F2Z3T7,Isochorismatase domain-containing protein 1 OS,ISOC1,22.094,25,5,8,5,,,,,,,,,,,,,,,,,109.6,3.7,2.3,2.2,2.2,3,,,75.2,,2.9,4,2.6,,,3.1,509.4,160.9,219.4,118.8,67.2,102.2,69.9,41.9,1680.3,64.2,19.7,47.4,171,39.9,66.3,53.7,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,71%,100%,,,71%,71%,100%,100%,,,75%,63%,100%,100%
F1LQC3,Collagen alpha-1(XII) chain (Fragment) OS,COL12A1,22.079,7,8,10,5,148.1,4.3,9.7,11.8,14.7,7.4,2.3,4.5,395.1,2.1,8.4,0.3,15.2,7,8.5,1.5,,,,,,,,,,,,,,,,,16.1,18.9,13,19.3,16.6,15.7,12.9,16.7,65.4,10.2,15.6,13.8,18.4,7.1,9,11,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
F1LP60,Moesin (Fragment) OS,MSN,22.024,15,6,9,4,333.7,38.2,24.6,40.1,31.7,33.6,22.6,28.7,608,19.2,29.6,4.5,21.2,24.2,29,10.2,190,6.9,9.9,10.1,5.5,13.4,,41.2,158.6,4.8,7.3,13,12.3,11.9,2.1,6.4,545.1,604.1,53.2,28.2,21.9,42.9,31.5,2.9,1702.8,19.9,,11.8,37.3,14.5,17.9,19.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,100%,93%,93%,100%,100%,86%,100%,100%,86%,100%,100%,88%,100%,100%,88%
P04897,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS,GNAI2,21.9,21,5,6,4,70.2,,,,6.8,,,3.3,139.5,1.4,3.4,,2.1,1.6,2.5,3.1,,,,,,,,,,,,,,,,,37,10,11.6,13,5.6,11.9,11.2,4.6,68,3.2,9.4,10.7,14.1,6.9,8.4,3.2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,64%,,100%,43%,86%,,,100%,100%,38%,88%,,,100%,100%
P35281,Ras-related protein Rab-10 OS,RAB10,21.654,35,7,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9,41.7,44.7,34.2,25.2,26.1,25.4,18.9,241.5,16,20,21.3,33.9,22.2,25.5,22,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D4A9Y0,Protein Sdf2l1 OS,SDF2L1,21.649,25,4,11,4,201.6,,8.3,4.9,6.5,2.7,1.8,,630.4,0.8,6.3,,2.2,0.9,3,,,,,,,,,,,,,,,,,,397.5,25.9,46.2,29.9,17.1,23.5,20.3,16.8,744.9,11.1,31.1,12.8,26.2,18.9,12.8,10.3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,79%,,100%,86%,71%,,,100%,100%,75%,75%,,,100%,100%
P52873,"Pyruvate carboxylase, mitochondrial OS",PC,21.626,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.3,111.1,97.3,99,55.9,65.4,47.3,56.4,200.4,23.9,45.9,29.9,54.5,32.1,33.1,29.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P62243,40S ribosomal protein S8 OS,RPS8,21.285,26,5,8,5,37.1,10.6,3.1,4.9,5.1,6.1,4,3.6,71.8,3,2.1,3.5,,3.1,5.1,1.2,413.2,26.9,26.5,31.5,34.6,33.5,8.7,101,343.4,20.4,18.8,39.4,27.8,38.2,11,32.1,106.2,54.3,22.5,21.3,16.5,24,17.8,35.7,329.5,6.6,8,12.6,23.4,19.2,14,9.2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%
Q66X93,Staphylococcal nuclease domain-containing protein 1 OS,SND1,21.13,9,7,9,7,294.7,52.2,29.8,47.8,36.6,30.5,19.3,70,648.2,26.8,21.5,23.1,26,28,33.1,7.4,111.7,6.9,8.9,10.8,8.2,4.5,1.4,16.7,88.2,3.1,3.5,9.8,11,8.7,9.7,7.6,284.3,75.8,68.8,22.5,22.1,28.9,20.2,12.9,619.5,12.6,9.3,16.6,25.1,6.7,15.2,15.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P04182,"Ornithine aminotransferase, mitochondrial OS",OAT,21.087,28,6,6,6,217.8,12.1,11.4,18.9,11.8,11.9,9.4,10.2,405.4,8.5,11,0.9,10.8,9.8,16,6.2,,,,,,,,,,,,,,,,,237.3,25.8,58.5,28.2,11.8,22.3,15.8,14.1,384.9,7.9,26.9,8.2,24,7.5,17.7,9.1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q5VLR5,BWK4 OS,ERP44,21.078,15,5,9,5,288.7,12.4,26.1,32,23,24,13.3,9.6,788.3,4.2,24.9,3.5,16.7,20.6,16.6,2.1,57.7,3.2,10.2,7,11,15.5,8.2,10.9,44,2.4,7.1,20.1,11.1,12,10.1,5.7,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,100%,100%,,100%,100%,100%,100%,,,100%,100%,100%,100%,,
G3V9D8,Protein LOC100910040 OS,CES2C,20.894,11,5,12,5,796.8,36,59,49,61.6,45.2,27.5,20.7,2327.2,14.3,62.5,19.7,35.6,32,43.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
P10111,Peptidyl-prolyl cis-trans isomerase A OS,PPIA,20.721,43,7,12,7,110.7,6.5,9.5,4.2,3.4,,4.2,7.8,235.3,5.3,10.2,2.3,6.7,3.7,3.3,1.1,2672.7,7.8,41.4,64.8,58.6,14.2,,743.4,2041.4,21.1,34.5,78.9,73.1,54.7,5.6,60.5,743.3,397.8,115.6,181.2,92.4,160,108.4,111,1250.2,151.9,108.4,75,140.3,113.7,112.4,90.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,93%,93%,100%,86%,100%,86%,100%,100%,100%,88%,100%,88%,100%,100%,100%
G3V7Q7,"IQ motif containing GTPase activating protein 1 (Predicted), isoform CRA_b OS",IQGAP1,20.698,4,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.4,220.6,75.3,128.3,59.9,93.3,68.3,67.7,587.9,56.1,63.7,60.6,104.9,48.9,64.9,51.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q9QXQ0,Alpha-actinin-4 OS,ACTN4,20.664,8,6,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.6,989.6,127.6,32.4,21.8,42.6,24.8,14.4,386.8,14.5,28.3,17.1,41.4,18.4,33.4,20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
G3V6Y6,Phosphorylase OS,PYGB,20.627,13,9,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.6,343.3,113.7,78.3,53.6,87.3,73.4,54,1841.2,45.1,35.3,41.9,74.8,50.7,62,45.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q60587,"Trifunctional enzyme subunit beta, mitochondrial OS",HADHB,20.467,19,7,13,7,412.5,14.3,16,19.4,17.7,23,12.5,15.8,655.4,9.3,14.9,0.2,10.5,11.5,18.6,2.4,,,,,,,,,,,,,,,,,946.7,484.4,339.1,159,83.4,173.6,90.7,57.8,2050.9,38.8,42.6,65.7,152.2,61.5,61.3,72,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
G3V6C4,UDP-glucose 6-dehydrogenase OS,UGDH,20.42,20,7,10,7,,,,,,,,,,,,,,,,,266.7,14.3,9.7,14.1,12.3,16,3.6,20.9,199.4,8.7,11.4,16.7,18.9,15.4,6.4,15.7,898.3,104,1024.6,140.1,104.1,289.7,149,63,2496.9,89.6,169.8,61.1,273.9,42.4,80.6,89.2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P68511,14-3-3 protein eta OS,YWHAH,20.224,24,6,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.1,236.9,48.1,35.7,27.7,33.3,27.7,15,670.6,17.6,27.8,19.5,35.2,23.1,30.9,24.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P23928,Alpha-crystallin B chain OS,CRYAB,20.174,32,4,6,4,169.7,14.2,7.5,9.1,13.8,6.3,13.1,10.4,612.8,3,19.1,2.9,11.4,6.5,10.1,0.8,127.6,7.1,9.1,8.9,21.3,8.4,5.6,36.9,109.1,1.5,4.5,16,8.1,9.7,7.9,13.7,342.8,107.3,127.8,33.4,18.7,38.6,21.4,10.1,472.3,14,10.7,14.9,22.3,16.6,17.8,14.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P60901,Proteasome subunit alpha type-6 OS,PSMA6,20.12,20,5,8,5,,,,,,,,,,,,,,,,,327.7,15.2,9.4,16.1,19.2,13.6,,28.2,275.5,9.8,5.9,24.4,25.5,14.6,,21.2,734.9,585.2,392.2,140.2,102.4,160.4,92.9,61.6,2227.6,77,31,50.9,200.4,56.6,83.9,67.7,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,86%,100%,,,86%,86%,100%,100%,,,88%,88%,100%,100%
M0R7B4,Protein LOC684828 OS,LOC684828,20.106,21,5,12,5,,,,,,,,,,,,,,,,,373.5,18.7,12.6,22.3,18.8,16.2,,37.1,341.5,3.5,15.9,15.9,14.6,13.1,3,22.1,1937.8,288.4,396.9,324.5,185.8,257.6,153.8,144.6,6344.9,112.9,310.6,159.4,269.1,125.4,165.7,146.8,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,93%,100%,,,86%,100%,100%,100%,,,88%,100%,100%,100%
