Accession,Description,Gene Symbol,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,"Abundance: F3: 130N, Sample, A, (-)BiotinPD","Abundance: F3: 129C, Sample, A, (-)Hpg","Abundance: F3: 126, Sample, A, 0_0Hr","Abundance: F3: 127N, Sample, A, 0_5Hr","Abundance: F3: 127C, Sample, A, 1_0Hr","Abundance: F3: 128N, Sample, A, 1_5Hr","Abundance: F3: 128C, Sample, A, 2_0Hr","Abundance: F3: 129N, Sample, A, 3_0Hr","Abundance: F3: 134N, Sample, B, (-)BiotinPD","Abundance: F3: 133C, Sample, B, (-)Hpg","Abundance: F3: 130C, Sample, B, 0_0Hr","Abundance: F3: 131N, Sample, B, 0_5Hr","Abundance: F3: 131C, Sample, B, 1_0Hr","Abundance: F3: 132N, Sample, B, 1_5Hr","Abundance: F3: 132C, Sample, B, 2_0Hr","Abundance: F3: 133N, Sample, B, 3_0Hr","Abundance: F4: 133C, Sample, C, (-)BiotinPD","Abundance: F4: 126, Sample, C, (-)Hpg","Abundance: F4: 127C, Sample, C, 0_0Hr","Abundance: F4: 128C, Sample, C, 0_5Hr","Abundance: F4: 129C, Sample, C, 1_0Hr","Abundance: F4: 130C, Sample, C, 1_5Hr","Abundance: F4: 131C, Sample, C, 2_0Hr","Abundance: F4: 132C, Sample, C, 3_0Hr","Abundance: F4: 134N, Sample, D, (-)BiotinPD","Abundance: F4: 127N, Sample, D, (-)Hpg","Abundance: F4: 128N, Sample, D, 0_0Hr","Abundance: F4: 129N, Sample, D, 0_5Hr","Abundance: F4: 130N, Sample, D, 1_0Hr","Abundance: F4: 131N, Sample, D, 1_5Hr","Abundance: F4: 132N, Sample, D, 2_0Hr","Abundance: F4: 133N, Sample, D, 3_0Hr","Abundance: F9: 126, Sample, E, (-)BiotinPD","Abundance: F9: 130N, Sample, E, (-)Hpg","Abundance: F9: 129C, Sample, E, 0_0Hr","Abundance: F9: 129N, Sample, E, 0_5Hr","Abundance: F9: 128C, Sample, E, 1_0Hr","Abundance: F9: 128N, Sample, E, 1_5Hr","Abundance: F9: 127C, Sample, E, 2_0Hr","Abundance: F9: 127N, Sample, E, 3_0Hr","Abundance: F9: 134N, Sample, F, (-)BiotinPD","Abundance: F9: 130C, Sample, F, (-)Hpg","Abundance: F9: 131N, Sample, F, 0_0Hr","Abundance: F9: 131C, Sample, F, 0_5Hr","Abundance: F9: 132N, Sample, F, 1_0Hr","Abundance: F9: 132C, Sample, F, 1_5Hr","Abundance: F9: 133N, Sample, F, 2_0Hr","Abundance: F9: 133C, Sample, F, 3_0Hr",Quantified,Run 1 - Quantified,Run 2 - Quantified,Run 3 - Quantified,Run 1 - Fully Quantified,Run 2 - Fully Quantified,Run 3 - Fully Quantified,Total - Fully Quantified,Run 1 - % Hpg Pulse Channels Quantified,Run 2 - % Hpg Pulse Channels Quantified,Run 3 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Hpg Pulse channels Quantified,Biological Replicate 2 - % Hpg Pulse Channels Quantified,Biological Replicate 3 - % Hpg Pulse Channels Quantified,Biological Replicate 4 - % Hpg Pulse Channels Quantified,Biological Replicate 5 - % Hpg Pulse channels Quantified,Biological Replicate 6 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Channels Quantified,Biological Replicate 2 - % Channels Quantified,Biological Replicate 3 - % Channels Quantified,Biological Replicate 4 - % Channels Quantified,Biological Replicate 5 - % Channels Quantified,Biological Replicate 6 - % Channels Quantified
G3V6T1,Protein Copa OS,COPA,13.333,4,5,8,5,268.7,8.5,10,14.4,4,6.9,9.8,11.4,271.6,5.2,9.7,0.9,5.4,6.1,7,4.3,94.2,7.7,7,5.7,6.5,7.6,9.4,10.1,161.7,4.4,9.1,8.7,12.4,9.7,9.6,3.1,2842.6,44,78.4,99.4,89.2,59.9,17.1,67.4,1679.3,65.8,68.5,99.7,56.6,65.1,32.5,87.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P41123,60S ribosomal protein L13 OS,RPL13,13.313,25,5,6,5,213.3,20.1,12,26.6,19,20.4,19.4,18.5,297.9,14.6,25.3,16.9,15.4,16.5,10.3,12,770.4,9.5,27,33.3,28.8,28.1,41.3,34,1579.7,5.2,30.7,21.4,34.5,50.7,43.1,5.1,173.9,9.4,10.6,10,9.7,11.6,10.4,5.1,147,10.2,9.2,7.4,4.5,9.8,5.7,10.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
O08651,D-3-phosphoglycerate dehydrogenase OS,PHGDH,13.294,8,4,4,4,,,,,,,,,,,,,,,,,357.4,10.6,23.9,18.4,13.8,10.9,17.1,16.4,459,9.8,25.6,14.1,9.7,22.5,18.9,19.3,534.3,13.2,18.3,19.3,14.2,15.8,,18.2,330.4,23.4,33.3,53.1,21,19,4.6,24.1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,100%,93%,,,100%,100%,86%,100%,,,100%,100%,88%,100%
P61589,Transforming protein RhoA OS,RHOA,13.199,31,4,7,4,,,,,,,,,,,,,,,,,181.6,14.7,19,21.5,23.6,17.8,16.3,10.7,366.7,9.6,23.8,25.2,29.3,28.1,23.5,12.6,72.9,18.2,15.8,10.4,15.9,15,22.3,11.3,58.9,15.3,14.2,30.8,50,12.1,10.4,18.8,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P48500,Triosephosphate isomerase OS,TPI1,13.193,19,5,7,5,1124.6,80.4,117.4,702.3,96.5,52.2,61.5,744.7,1115.9,61.9,85.8,54.7,133.3,94.3,80.4,66.8,,,,,,,,,,,,,,,,,203,5.3,7.3,5,9.9,4.6,,8.6,114.5,15.3,7.5,28.6,3.8,6.8,16.9,15.7,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,100%,,93%,100%,100%,,,86%,100%,100%,100%,,,88%,100%
P04256,Heterogeneous nuclear ribonucleoprotein A1 OS,HNRNPA1,13.183,10,3,6,2,,,,,,,,,,,,,,,,,96.9,4.2,7.4,5.2,2,3,4.1,3.1,142.8,2.6,3.5,5.9,4.6,6.8,8.9,5.8,223.7,12.8,12.3,13.9,12.9,8.1,1.8,11.7,134.9,14,16.5,13.7,9.5,11.3,13.9,14.5,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P04937,Fibronectin OS,FN1,13.091,3,6,8,6,,,,,,,,,,,,,,,,,118.7,,10.1,8.4,4.3,7.5,6.4,1.7,247.7,,22.8,10.3,9.7,7.9,10.6,,481.9,15.1,22.6,16.6,25.8,8.3,4.2,17.9,191.7,21.8,23.7,16.1,13.9,20.4,10.5,24,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,93%,100%,,,100%,86%,100%,100%,,,88%,75%,100%,100%
F1LLV6,Protein Ces1f OS,CES1F,12.978,8,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.3,9.3,20.5,21.6,23.6,17.9,6.6,10.3,90.3,12.3,20.1,23.1,14.2,15,9.9,23.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q9QZA2,Programmed cell death 6-interacting protein OS,PDCD6IP,12.953,7,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.5,30.2,37.3,35.9,41.2,51.2,35.7,37.2,167.4,41.5,35.7,56.8,37.6,31.3,29.9,45.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q99NA5,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS",IDH3A,12.932,8,2,3,2,,,,,,,,,,,,,,,,,172.4,11.6,26.7,26.4,23.4,15.1,24,15.9,822.2,10.6,38.3,25.3,30.3,45.1,31.9,18.1,335.4,6.1,14.7,16.5,20.8,12,20.1,10.9,287.1,7.2,13.5,11.9,7.1,14.8,9.3,12.1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P07150,Annexin A1 OS,ANXA1,12.86,11,3,7,3,,,,,,,,,,,,,,,,,354,89.6,81,81.2,97.3,51.3,87.2,100.4,818.3,80.8,101.9,72.9,99.9,105.9,107.8,99.6,307,3,18.3,53.1,22.6,13.7,51,18.8,228.6,16.5,33.3,106.2,13.6,17,13.4,20.6,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
Q01129,Decorin OS,DCN,12.84,5,2,6,2,455.5,12.7,8.6,10.9,5.5,10.2,5.3,11.8,542.3,6.9,11.9,,9.2,10.1,10.7,2.4,834.8,42.8,20.9,43.1,35.2,33.1,48.4,22.5,1177.1,32.4,27.4,36.6,30.8,40.5,33.8,17,1698.3,19.8,25.4,27.7,27.3,18,112.5,27.4,540.1,24.8,33.7,32.9,22.4,31.3,14.8,40.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%
Q9Z1X1,Extended synaptotagmin-1 OS,ESYT1,12.827,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,11.7,7.1,10.9,18.9,7.2,10.8,13.4,95,2.5,11,13.3,7.4,11.4,12.6,14.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
F1M335,Protein Pxdn OS,PXDN,12.749,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.3,11,9.9,10.9,12.7,8.5,17.2,6,104.8,8.6,7.4,8.8,8.7,10.7,5.4,16.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P04182,"Ornithine aminotransferase, mitochondrial OS",OAT,12.686,8,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9,10.4,10.8,7.7,10.2,10.9,7.8,6.1,46.7,7.4,10.6,13,8,9.3,7.8,17.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D4AEB4,Protein Nat10 OS,NAT10,12.679,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q5U316,Ras-related protein Rab-35 OS,RAB35,12.677,16,3,7,1,,,,,,,,,,,,,,,,,55.9,3.3,11.7,8.4,11,5.4,6.3,8.7,272.5,5,7.9,4.6,12.8,15.9,12.3,5.8,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,100%,,,,100%,100%,,,,,100%,100%,,
F1LS86,Isoleucine-tRNA synthetase (Predicted) OS,IARS,12.644,3,4,6,4,,,,,,,,,,,,,,,,,175.3,,4.4,2.8,,,4.6,3.7,214.5,2.5,4.4,3.6,4,4.6,3.5,1.6,790.1,28,37.2,35.4,44.6,27.8,17.9,58.9,453.9,48.9,42,77.6,41.1,41.4,24.5,44.9,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,86%,100%,,,71%,100%,100%,100%,,,63%,100%,100%,100%
F1M7A9,Protein RGD1561928 (Fragment) OS,RGD1561928,12.63,19,3,4,1,141.4,5.8,7,5.6,4.1,3.6,4.5,7.1,137.3,2.2,,,2.4,6,4.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86%,,,100%,71%,,,,,100%,75%,,,,
D3ZY51,Plakophilin 1 (Predicted) OS,PKP1,12.601,11,5,6,5,94.1,32.1,32.2,400.7,28.4,8.6,10.9,178.9,104.5,28.7,30.3,26.5,34.8,41.1,18.3,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
Q64232,Very-long-chain enoyl-CoA reductase OS,TECR,12.554,14,5,9,5,127.8,3.4,8.1,17.6,9.2,8.7,5.2,8.2,120.8,1.6,4.8,1.5,10.5,7.2,4.6,5.1,38.9,8.8,17.7,22.7,18,16,20.8,27.8,305.8,15.5,26.1,25,28.9,39.3,28,21.3,415.7,29,48.3,51,61.7,44.5,36.8,40.3,510,32.1,45.1,73.6,29.4,40.9,31.8,44.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F1LRH4,Protein Lamc2 OS,LAMC2,12.487,3,3,5,3,,,,,,,,,,,,,,,,,43.2,,16,22.2,24,9.8,17.2,17.7,175,3.5,19.6,18.8,17.9,32,13.4,10.6,67.7,4.1,5.4,6.5,7.4,3.4,4.2,5.6,38,7.3,10.5,8.3,2.4,4.6,2.6,6.6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,88%,100%,100%,100%
D3ZU22,Protein LOC100910109 OS,LOC100361311,12.471,11,2,5,2,230.2,21.2,15.3,23.4,19.1,19,22.7,27.6,275.4,8.8,23.1,12.7,14,24.4,11.6,18.3,77.1,,,3.1,3.2,2.8,3.2,2.5,88.2,,3.1,,,2.4,2.7,1.3,200,3.5,3.6,3.6,4.3,5.3,,2.3,107.9,4.8,3.1,5.8,4.4,3.7,1.4,1.9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,100%,79%,93%,100%,100%,86%,71%,86%,100%,100%,100%,75%,63%,88%,100%
O35821,Myb-binding protein 1A OS,MYBBP1A,12.349,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504.3,37.9,72.2,76.9,77.9,69.2,12.7,48.7,2186.4,43.1,73.7,169.1,52.2,63.6,88.9,60.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
F1LRA1,Protein ERGIC-53 OS,LMAN1,12.32,11,4,5,4,,,,,,,,,,,,,,,,,70.5,,5.1,8.9,6,2.8,5.2,6.4,220.1,3,7.8,3.8,9.1,13.4,8.2,1.5,240.3,55.6,105,61.6,84.7,57.1,69.9,66.9,296.4,83.9,112.8,282.2,64.2,84.4,65.3,153.7,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,88%,100%,100%,100%
P15178,"Aspartate--tRNA ligase, cytoplasmic OS",DARS,12.306,8,3,6,3,237.4,7.9,7.5,19.4,10.4,5,6.5,18.4,227.4,5,10.2,,3.9,11.5,8,4.2,174.2,5.3,4.5,6.6,3.5,2.7,5.2,,240.4,2.8,4.1,6.6,5.4,4,6.4,1.1,1584.7,43.5,55,46.8,44.1,30.9,56.6,48.6,915.1,35.4,66.2,227.2,43.2,28.8,21.9,46.4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,93%,93%,100%,100%,86%,86%,100%,100%,100%,100%,88%,88%,100%,100%,100%
D4A2F1,Agrin OS,AGRN,12.238,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.1,13.3,21.7,22.2,25.1,18.1,27.3,18.1,187.1,12.3,20.3,25.3,14.1,17.4,7.2,20.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q5M9H7,"DnaJ (Hsp40) homolog, subfamily A, member 2 OS",DNAJA2,12.215,11,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.1,49.4,51.9,42.3,70.4,47.3,52.3,39.8,169,47.3,50.3,46,49.2,49,51.7,51,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q8CFN2,Cell division control protein 42 homolog OS,CDC42,12.209,13,2,10,2,,,,,,,,,,,,,,,,,189.8,10.5,19.9,13.6,16,7.7,15.6,17.7,467.5,14.8,18.2,18.2,15,29.2,15.6,22.1,128.1,12.4,11.5,13.2,14.4,9.7,4.5,7.1,79,9.8,4.6,6.9,8.9,15.3,11.2,14.4,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P62703,"40S ribosomal protein S4, X isoform OS",RPS4X,12.203,20,6,16,6,222.8,3.4,6.8,12.5,12.6,8.5,9,20.7,253.6,5.5,5.6,,10.3,9,6.4,,1189.1,38.5,54.5,64.1,61.9,54.6,78.6,46.7,1832.6,30,69.5,71.8,70,111.9,75.3,17.8,2188.3,44.6,78.2,72.1,83.9,58.5,67,58.3,1195.9,57.9,63.9,96.2,54.9,64.3,32.9,96.1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,86%,100%,100%,100%,71%,100%,100%,100%,100%,100%,75%,100%,100%,100%,100%
Q3KRD8,Eukaryotic translation initiation factor 6 OS,EIF6,12.189,14,2,5,2,48,8,12.4,14.6,11.5,13,8.4,11.4,53.7,7.7,9,3.7,6.7,11,7.7,11.4,,,,,,,,,,,,,,,,,376.1,29.1,41,27,32.8,31.1,56.4,39.4,233.1,49,36.9,37.3,33.6,40.2,18.1,42.3,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
F7FLF2,Protein LOC100360057 (Fragment) OS,LOC100363800,12.116,19,2,6,2,323.9,12.7,10.2,18.7,13.5,10.7,11,42,382.2,4.7,18.1,,10.4,12.6,6.7,3.2,1526.5,9.4,35.5,26,32.3,19.2,33.4,5.9,2162.3,9.3,44.3,21.8,32.6,40,28,5.9,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,93%,100%,,100%,86%,100%,100%,,,100%,88%,100%,100%,,
Q5U367,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS",PLOD3,11.937,6,4,6,4,19.1,22.2,18.4,21.9,25.6,25.7,22.5,17.9,16.8,13.5,21.7,16.4,18.1,26.7,10.6,9.9,133.1,4.4,8.5,8.6,6.8,7.9,13,7.5,225.1,10,13.1,10.5,5.9,18.8,14.5,5.2,238,37.1,39.4,36.4,29.6,21.3,51.4,42.5,147.2,26.8,29.1,39.6,38.5,37,28.3,40.9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Q5XI34,Protein Ppp2r1a OS,PPP2R1A,11.928,7,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
D3ZD97,"DEAH (Asp-Glu-Ala-His) box polypeptide 15 (Predicted), isoform CRA_b OS",DHX15,11.886,6,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359.5,26.3,34.6,39.3,40.6,27,15.9,31.5,714.7,28.1,34,78.3,28.9,33,26.3,43.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
E9PSP1,Protein Pltp OS,PLTP,11.878,5,2,15,2,2465,8.3,15.8,20.9,16.4,11.7,10.7,2.9,2746.2,9.7,16.1,24.8,9.6,8.8,14.2,2.1,774.1,5.3,9,11.1,6,12.8,11.7,5.5,947.7,,13.1,13.7,8.5,21.5,10.6,1.3,2022.1,56.6,59.6,60.9,85.4,57.2,194,62,1259.8,62.3,71.9,75.5,63.5,65.5,45.2,77.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,100%,100%
Q63009,Protein arginine N-methyltransferase 1 OS,PRMT1,11.876,12,4,4,4,280.1,10.5,11.7,21.6,14.7,12.9,9.2,15.3,306.6,8.7,14.3,13.2,13.3,14.7,12.6,8.2,,,,,,,,,,,,,,,,,1350.3,24.6,44.8,49.4,46.1,30.6,5.3,53.6,893.3,35.2,58.8,155.8,24.8,32,10.3,70,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
B2RZ72,"Actin related protein 2/3 complex, subunit 4 (Predicted), isoform CRA_a OS",ARPC4,11.8,27,5,11,5,714.9,7.2,14.5,52.9,14.7,12.9,12.6,38.6,743.7,6.4,4.9,,12.8,8,10.9,,166.6,,2.6,5.2,2.8,3.2,3.6,,236,,5.5,,3.9,6.4,5.1,,1799.4,23.7,49.9,43.4,61.7,51.2,4.4,47.6,1073.4,88.3,54.3,90,46.8,60.4,17.8,56.7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,86%,79%,100%,100%,71%,86%,71%,100%,100%,100%,75%,75%,63%,100%,100%
Q9EQS0,Transaldolase OS,TALDO1,11.703,6,2,4,2,,,,,,,,,,,,,,,,,518.1,20.4,25.1,22.9,26.4,13.3,25.1,15.4,657.6,18.1,30.2,19.1,20.9,34.9,32.8,19.1,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,100%,,,,100%,100%,,,,,100%,100%,,
F1LM33,"Leucine-rich PPR motif-containing protein, mitochondrial OS",LRPPRC,11.541,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7,5,8,9.9,9.6,5,14.4,10.8,58.6,7.5,8.1,8.8,6.6,5.4,5.1,9.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P31977,Ezrin OS,EZR,11.507,7,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.2,8,14.1,20,25.5,14.8,15.1,11.4,91.8,18.1,34.8,15.9,10.7,11.2,12.4,19.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P49242,40S ribosomal protein S3a OS,RPS3A,11.461,14,3,6,3,1009.5,41,36.8,63.2,55.3,58.3,58.7,77.5,1161.1,26.2,62,0.1,42.1,50.3,27.2,6.7,138.3,,4.7,4,3.6,4.4,4.9,5,153.9,2.9,4.3,4.4,5.6,7.8,6,3.4,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,100%,,100%,100%,100%,100%,,,100%,100%,88%,100%,,
P41562,Isocitrate dehydrogenase [NADP] cytoplasmic OS,IDH1,11.194,5,2,4,1,31.2,18.3,17,24.6,19.7,19.2,28.3,16,21.9,7.6,28.7,24.2,14.8,25.8,7.8,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
D3ZH41,Cytoskeleton-associated protein 4 (Predicted) OS,CKAP4,11.177,17,6,8,6,,,,,,,,,,,,,,,,,66.1,3,14.5,8.6,9.8,5.2,5,5.3,161.1,5.2,8.4,6.5,7,14,8.2,3.8,2807.4,51.5,118.4,123,130.2,81.2,29.6,85.7,1176.8,70.9,137,479.7,78.7,100,60.2,104.9,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P81795,Eukaryotic translation initiation factor 2 subunit 3 OS,EIF2S3,11.143,14,5,5,5,,,,,,,,,,,,,,,,,544.4,23.9,24.9,20.8,19.3,20.3,26,16.8,702.5,23.9,16.3,23.1,32.7,27.7,22.9,13.1,1198.5,30.4,38.1,34.2,38.9,24.9,7.5,31.6,632.7,32,35.3,43.5,36.3,29.5,19.9,37.8,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P62850,40S ribosomal protein S24 OS,RPS24,11.139,20,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.9,13.8,20,26.4,20.4,22.6,8.9,23.2,735.5,26.8,26.6,28.6,14.5,23.2,15.2,32,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P08461,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS",DLAT,11.05,5,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.8,12,16.5,15.2,14.3,9.5,6.2,16.8,258,18,18.5,18,11.4,21,12.6,19.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
B1WC34,Protein Prkcsh OS,PRKCSH,11.043,6,3,4,3,,,,,,,,,,,,,,,,,185.6,6.6,53.1,46.2,49.9,41.8,45.9,41.2,843.5,6.9,59.1,46,53.2,68,68.7,35.6,710.7,10.5,37.4,41.1,40.2,24.7,,17,346.3,11.1,24.6,33.1,15.8,22.4,13.6,25.2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,100%,93%,,,100%,100%,86%,100%,,,100%,100%,88%,100%
Q63610,Tropomyosin alpha-3 chain OS,TPM3,11.038,19,5,8,2,209.6,6.2,20.1,36.7,13,16.7,10,54.7,136.4,10.5,17,2,22.4,12.8,14.2,14.3,,,,,,,,,,,,,,,,,341.4,14.3,23.7,32.5,30.2,16.3,8.6,24.3,192.9,35.7,36.7,71.7,19.4,12.1,18.5,437,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
R9PXS4,Phosphatidylinositol transfer protein alpha isoform OS,PITPNA,11.01,13,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,11.6,15.2,12.8,26.8,12,12.9,12.2,98,12,11.5,15.2,10.3,17.4,13.2,19.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
D3Z9E1,"Elastin microfibril interfacer 1 (Predicted), isoform CRA_b OS",EMILIN1,11.002,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4,52.3,53.1,60,61.8,50.5,66.4,48.7,111.1,46.7,53.5,56,51.4,50.3,50.4,67,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
